"time","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","c_jail_in","c_jail_out"
"225",23,"M","African-American","Less than 25","Low","Male",0,-1,2,1,"2014-01-05 11:08:48","2014-01-06 12:02:14"
"226",57,"F","Hispanic","Greater than 45","Low","Male",1,0,1,0,"2013-10-25 09:20:19","2013-11-14 02:05:31"
"227",66,"F","African-American","Greater than 45","Low","Male",3,-10,1,1,"2013-06-01 11:04:44","2013-06-03 11:25:14"
"228",45,"M","Caucasian","Greater than 45","Low","Male",8,0,4,1,"2014-02-17 02:38:50","2014-04-29 04:18:29"
"229",28,"M","Caucasian","25 - 45","Medium","Female",0,-2,5,0,"2014-08-16 04:38:21","2014-08-17 08:35:28"
"230",37,"M","African-American","25 - 45","High","Male",2,0,9,1,"2013-12-24 03:40:12","2013-12-24 08:53:51"
"231",39,"F","Caucasian","25 - 45","Low","Male",0,0,4,1,"2014-03-02 05:08:46","2014-03-03 03:17:00"
"232",26,"F","African-American","25 - 45","High","Male",9,0,9,1,"2014-11-14 01:28:54","2015-02-01 08:34:27"
"233",25,"F","African-American","25 - 45","High","Male",3,-1,8,0,"2014-05-02 09:18:09","2014-05-03 10:02:53"
"234",45,"F","Caucasian","Greater than 45","Low","Male",2,-1,3,0,"2013-01-31 04:11:55","2014-01-25 03:27:03"
"235",57,"F","Caucasian","Greater than 45","High","Female",7,0,9,0,"2014-05-31 02:37:54","2014-06-01 09:08:45"
"236",23,"F","African-American","Less than 25","Low","Male",0,-1,3,1,"2014-04-25 10:29:59","2014-04-26 09:57:20"
"237",34,"M","African-American","25 - 45","Low","Male",2,0,2,1,"2014-01-31 12:35:27","2014-02-26 05:50:20"
"238",38,"F","African-American","25 - 45","High","Male",14,0,10,0,"2014-01-12 12:14:58","2014-05-09 09:12:02"
"239",23,"M","African-American","Less than 25","Low","Female",1,-1,4,0,"2013-08-20 11:57:06","2013-08-21 07:50:16"
"240",36,"M","Other","25 - 45","Low","Male",2,-1,3,1,"2014-01-27 10:23:53","2014-01-30 10:04:48"
"241",50,"F","Caucasian","Greater than 45","Low","Male",1,-4,1,0,"2013-09-12 09:32:07","2013-09-14 03:06:18"
"242",37,"M","Caucasian","25 - 45","Low","Female",0,-1,3,0,"2013-11-07 02:53:47","2013-11-07 09:00:57"
"243",44,"M","Caucasian","25 - 45","Low","Male",4,0,4,0,"2013-01-06 04:51:37","2013-01-07 10:41:46"
"244",35,"F","African-American","25 - 45","High","Female",23,-1,9,1,"2014-07-12 03:02:54","2014-07-14 05:19:00"
"245",24,"F","Other","Less than 25","Medium","Male",5,-1,5,1,"2014-10-07 12:01:33","2014-10-08 08:26:09"
"246",26,"F","African-American","25 - 45","High","Male",2,-1,10,1,"2013-04-17 06:43:21","2013-04-18 10:07:23"
"247",37,"F","Other","25 - 45","Medium","Male",1,-1,6,0,"2014-11-01 02:13:06","2014-11-03 03:28:34"
"248",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,"2013-03-25 12:25:41","2013-03-28 05:58:56"
"249",31,"M","Caucasian","25 - 45","Low","Female",1,-1,3,0,"2014-08-16 07:30:11","2014-08-17 08:36:06"
"250",28,"F","African-American","25 - 45","High","Female",0,0,8,0,"2013-10-29 04:01:57","2013-11-27 06:51:07"
"251",28,"F","Caucasian","25 - 45","High","Female",7,-1,9,1,"2013-10-09 09:15:07","2013-10-10 09:46:20"
"252",38,"F","African-American","25 - 45","Low","Male",0,0,1,0,"2014-05-21 03:04:42","2014-05-21 08:26:34"
"253",38,"F","African-American","25 - 45","Low","Male",2,-1,1,0,"2013-03-19 04:21:06","2013-03-20 09:34:48"
"254",28,"F","African-American","25 - 45","High","Female",1,-1,9,0,"2013-01-01 06:27:15","2013-02-09 02:24:08"
"255",21,"F","African-American","Less than 25","Medium","Male",1,-1,7,0,"2013-01-17 11:25:29","2013-01-20 04:03:54"
"256",56,"F","Caucasian","Greater than 45","Low","Male",7,-1,1,1,"2013-03-19 11:00:49","2013-03-20 01:32:28"
"257",38,"F","African-American","25 - 45","High","Male",15,-1,9,0,"2013-02-18 09:26:05","2013-02-20 03:43:56"
"258",28,"M","African-American","25 - 45","Medium","Male",2,-1,5,0,"2013-10-30 07:57:19","2013-10-31 01:45:23"
"259",24,"F","Other","Less than 25","Low","Female",1,-1,2,0,"2014-04-21 09:47:47","2014-04-22 10:18:19"
"260",51,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,1,"2014-01-12 08:37:58","2014-01-13 02:00:36"
"261",51,"M","Caucasian","Greater than 45","Low","Male",0,-1,2,0,"2013-10-30 11:27:14","2013-10-31 08:46:16"
"262",20,"F","Caucasian","Less than 25","Low","Male",0,0,4,0,"2014-05-13 01:11:43","2014-05-13 01:51:03"
"263",36,"M","Other","25 - 45","Low","Male",1,-1,1,1,"2013-01-06 09:15:11","2013-01-07 11:01:40"
"264",48,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,"2013-01-12 06:40:25","2013-01-13 09:03:52"
"265",37,"F","Caucasian","25 - 45","Low","Male",4,0,3,1,"2013-04-17 04:44:25","2013-04-19 01:08:53"
"266",30,"F","African-American","25 - 45","Medium","Female",2,-1,7,0,"2013-05-12 06:56:40","2013-05-15 02:06:25"
"267",41,"M","African-American","25 - 45","Medium","Female",5,0,6,0,"2013-11-05 02:09:51","2013-11-05 07:57:55"
"268",27,"F","African-American","25 - 45","High","Male",11,-1,10,1,"2013-04-23 07:22:20","2013-12-02 11:28:01"
"269",37,"M","African-American","25 - 45","Low","Male",0,-1,1,1,"2013-02-16 07:22:50","2013-02-18 02:10:02"
"270",33,"F","Other","25 - 45","Low","Male",4,0,4,1,"2014-04-30 02:37:51","2014-05-02 05:55:00"
"271",54,"F","African-American","Greater than 45","High","Male",11,-1,9,0,"2013-05-06 08:51:14","2013-09-13 05:58:39"
"272",23,"F","African-American","Less than 25","High","Male",2,-1,9,0,"2013-05-08 10:09:34","2013-07-19 06:36:57"
"273",22,"F","African-American","Less than 25","Medium","Male",0,-1,6,0,"2014-12-24 06:05:13","2014-12-26 02:09:35"
"274",23,"F","African-American","Less than 25","Medium","Female",3,0,6,0,"2014-05-26 01:27:36","2014-05-27 08:47:44"
"275",41,"M","African-American","25 - 45","Low","Male",0,0,1,0,"2014-01-25 09:44:01","2014-01-26 06:31:19"
"276",52,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-05-15 11:15:03","2013-05-16 08:50:44"
"277",43,"F","Caucasian","25 - 45","Low","Male",13,0,4,1,"2013-02-20 01:55:05","2013-04-12 09:45:26"
"278",52,"F","African-American","Greater than 45","Low","Male",0,-1,4,0,"2014-02-03 03:50:35","2014-02-17 02:20:23"
"279",28,"F","Caucasian","25 - 45","Low","Male",1,-3,1,0,"2013-05-14 04:20:05","2013-05-17 10:53:34"
"280",30,"M","African-American","25 - 45","High","Male",11,-1,9,1,"2014-08-05 03:19:41","2014-08-06 08:40:28"
"281",28,"F","Caucasian","25 - 45","Medium","Male",1,0,5,0,"2013-09-27 04:35:20","2013-10-03 08:39:37"
"282",34,"M","African-American","25 - 45","Low","Female",0,-1,2,0,"2014-09-27 12:37:01","2014-09-28 12:26:27"
"283",22,"F","African-American","Less than 25","Low","Male",0,-1,4,0,"2013-02-21 03:42:13","2013-02-22 01:52:11"
"284",30,"F","African-American","25 - 45","Low","Male",4,0,2,0,"2013-03-05 04:44:39","2013-03-05 01:41:22"
"285",25,"F","Hispanic","25 - 45","Low","Male",4,0,4,0,"2013-11-03 02:47:28","2013-11-04 07:59:32"
"286",31,"F","Caucasian","25 - 45","High","Male",0,-1,8,1,"2014-12-30 04:53:40","2015-01-30 04:31:37"
"287",37,"F","Caucasian","25 - 45","Low","Male",0,-1,2,1,"2014-04-18 05:22:38","2014-05-23 05:31:44"
"288",32,"F","African-American","25 - 45","High","Male",14,-1,9,0,"2013-12-16 05:05:35","2013-12-17 08:47:25"
"289",53,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,"2013-01-15 05:53:17","2013-01-16 07:01:06"
"290",28,"F","African-American","25 - 45","High","Male",25,29,8,1,"2014-01-08 11:38:20","2014-02-03 10:50:45"
"291",44,"M","Caucasian","25 - 45","Medium","Male",8,-1,5,1,"2013-04-10 09:31:05","2013-04-15 09:09:29"
"292",25,"F","African-American","25 - 45","Low","Male",0,0,3,0,"2013-09-06 01:00:30","2013-09-06 09:12:00"
"293",30,"M","Other","25 - 45","Low","Female",0,-1,1,0,"2014-10-01 12:29:33","2014-10-02 08:15:49"
"294",22,"M","Caucasian","Less than 25","High","Male",1,0,8,1,"2013-01-31 12:38:45","2013-02-06 11:18:24"
"295",20,"F","African-American","Less than 25","Medium","Female",0,-1,5,0,"2014-11-22 06:09:30","2014-11-23 12:35:11"
"296",37,"M","Other","25 - 45","Low","Female",0,-1,1,0,"2013-12-08 01:55:28","2013-12-09 02:00:59"
"297",33,"F","Caucasian","25 - 45","Low","Female",0,-1,2,0,"2014-11-02 01:50:39","2014-11-03 01:52:19"
"298",47,"F","Caucasian","Greater than 45","Medium","Female",2,-1,5,0,"2014-05-13 09:14:33","2014-05-16 09:29:16"
"299",40,"F","Other","25 - 45","Low","Female",3,-1,2,0,"2013-10-22 09:03:15","2013-10-23 09:05:27"
"300",24,"M","Other","Less than 25","Low","Male",0,-1,2,0,"2014-04-09 04:49:45","2014-04-10 08:25:43"
"301",31,"M","Hispanic","25 - 45","Low","Female",0,-1,2,0,"2013-03-08 09:57:50","2013-03-09 07:56:27"
"302",47,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,"2014-07-06 05:23:21","2014-07-07 07:55:23"
"303",23,"F","Hispanic","Less than 25","Medium","Male",1,-1,6,1,"2013-01-30 01:13:56","2013-01-31 07:24:25"
"304",23,"F","Caucasian","Less than 25","Medium","Female",5,-1,5,1,"2014-03-11 07:31:05","2014-03-12 01:39:43"
"305",24,"M","Hispanic","Less than 25","High","Male",0,-3,8,0,"2013-02-01 09:51:10","2013-02-02 01:42:28"
"306",29,"M","African-American","25 - 45","Low","Male",1,-1,3,0,"2014-03-31 02:14:12","2014-04-01 01:22:49"
"307",20,"F","African-American","Less than 25","High","Male",1,-1,8,1,"2013-11-17 04:24:59","2013-11-18 07:25:07"
"308",30,"F","African-American","25 - 45","Medium","Male",2,-1,6,1,"2013-02-13 11:48:59","2013-02-15 05:23:42"
"309",39,"M","Caucasian","25 - 45","Low","Male",1,-1,2,0,"2014-08-06 10:22:40","2014-08-07 08:29:42"
"310",38,"M","African-American","25 - 45","Low","Male",1,-1,4,0,"2014-06-12 12:56:57","2014-06-13 01:37:57"
"311",39,"F","Other","25 - 45","Low","Male",0,-1,1,0,"2013-03-11 10:17:29","2013-03-12 07:59:36"
"312",27,"F","African-American","25 - 45","Low","Male",4,-1,4,0,"2013-08-06 09:00:30","2013-08-07 08:23:22"
"313",18,"F","African-American","Less than 25","High","Male",2,-5,10,0,"2013-11-07 08:25:13","2013-11-08 06:13:38"
"314",37,"F","African-American","25 - 45","Low","Female",2,0,1,0,"2013-12-03 12:48:34","2013-12-04 07:43:54"
"315",31,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-06-04 06:37:51","2014-06-05 01:29:06"
"316",27,"F","African-American","25 - 45","High","Male",2,-1,8,0,"2014-11-13 03:21:47","2014-11-14 09:31:38"
"317",20,"F","African-American","Less than 25","High","Male",0,-1,8,0,"2014-02-18 09:37:20","2014-02-21 04:07:45"
"318",46,"M","African-American","Greater than 45","High","Male",5,-1,8,0,"2014-08-11 04:12:33","2015-06-30 07:07:00"
"319",22,"F","Hispanic","Less than 25","Medium","Male",0,0,7,0,"2013-04-20 02:16:15","2013-04-22 03:48:37"
"320",52,"F","African-American","Greater than 45","Low","Female",0,-1,1,0,"2013-08-01 10:03:28","2013-08-02 02:00:46"
"321",23,"F","African-American","Less than 25","Low","Female",0,-1,4,1,"2014-08-01 09:19:33","2014-08-05 04:16:00"
"322",20,"F","African-American","Less than 25","Medium","Male",1,0,7,0,"2014-09-16 12:31:02","2014-10-09 04:25:33"
"323",48,"F","African-American","Greater than 45","Low","Female",0,-1,2,0,"2013-11-12 10:24:10","2013-11-14 06:47:41"
"324",25,"F","Caucasian","25 - 45","Medium","Male",0,0,5,0,"2013-04-20 02:39:55","2013-04-20 07:15:12"
"325",27,"F","Caucasian","25 - 45","Medium","Male",0,-1,6,1,"2013-04-07 11:02:06","2013-04-09 04:14:39"
"326",30,"F","African-American","25 - 45","Medium","Male",11,0,7,1,"2014-10-02 03:21:16","2014-10-03 03:32:38"
"327",22,"M","African-American","Less than 25","High","Male",3,-1,10,1,"2013-01-10 03:17:29","2013-01-11 11:36:36"
"328",22,"F","Caucasian","Less than 25","Low","Female",1,-1,3,0,"2013-12-30 10:48:07","2013-12-31 09:49:50"
"329",41,"M","African-American","25 - 45","Low","Female",2,-1,3,0,"2013-08-04 07:42:27","2013-08-05 06:31:46"
"330",35,"F","Caucasian","25 - 45","High","Male",9,0,8,0,"2014-11-03 07:13:59","2014-12-16 08:41:15"
"331",43,"F","African-American","25 - 45","Low","Male",0,0,1,0,"2014-12-26 04:11:19","2014-12-31 05:37:20"
"332",25,"F","Other","25 - 45","Low","Female",0,-1,2,0,"2014-01-28 10:39:22","2014-01-29 08:33:42"
"333",52,"F","African-American","Greater than 45","Medium","Male",3,0,6,1,"2013-12-10 12:12:27","2014-01-04 10:22:47"
"334",43,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2013-04-04 07:55:57","2013-05-15 08:09:02"
"335",37,"M","African-American","25 - 45","Low","Male",0,0,1,0,"2014-08-25 03:54:52","2014-08-26 09:21:47"
"336",47,"M","Other","Greater than 45","Low","Male",1,-1,1,0,"2014-05-09 11:18:45","2014-05-12 12:01:47"
"337",45,"F","Caucasian","Greater than 45","Low","Female",3,-1,1,0,"2014-10-06 03:39:04","2014-10-13 05:08:49"
"338",23,"F","African-American","Less than 25","Low","Male",2,-1,4,0,"2014-08-07 04:19:04","2014-08-09 02:47:06"
"339",37,"F","Caucasian","25 - 45","Low","Male",3,-4,1,0,"2014-03-01 11:39:37","2014-03-04 09:02:34"
"340",70,"M","Caucasian","Greater than 45","Low","Male",1,-13,1,0,"2013-04-05 11:19:07","2013-04-18 10:45:47"
"341",58,"M","Caucasian","Greater than 45","Medium","Male",9,-1,7,0,"2014-04-05 11:06:59","2014-04-07 02:42:53"
"342",46,"F","Caucasian","Greater than 45","Low","Male",3,-1,4,0,"2013-04-30 04:31:44","2013-05-14 09:41:21"
"343",21,"M","African-American","Less than 25","High","Male",0,-1,9,1,"2013-03-03 04:32:45","2013-03-04 07:27:23"
"344",26,"M","African-American","25 - 45","High","Male",1,-1,8,1,"2014-07-14 06:15:12","2014-07-16 02:43:22"
"345",38,"F","Hispanic","25 - 45","Low","Male",3,23,1,1,"2013-07-03 03:38:42","2013-07-05 01:58:20"
"346",34,"M","Caucasian","25 - 45","Low","Male",5,-1,4,0,"2014-01-19 03:20:12","2014-01-20 07:58:57"
"347",34,"F","Caucasian","25 - 45","High","Female",0,-1,8,0,"2014-10-10 07:50:57","2014-10-13 09:11:55"
"348",34,"M","African-American","25 - 45","Low","Male",5,-1,4,0,"2013-12-03 09:45:00","2013-12-04 08:51:32"
"349",32,"M","African-American","25 - 45","Low","Female",3,-26,4,0,"2014-05-31 09:32:34","2014-06-04 09:23:06"
"350",23,"F","Caucasian","Less than 25","Medium","Male",0,0,5,1,"2014-02-27 12:30:23","2014-02-28 04:08:47"
"351",34,"F","African-American","25 - 45","Low","Male",5,-1,4,1,"2013-01-30 11:54:49","2013-02-02 07:32:19"
"352",39,"F","African-American","25 - 45","Low","Male",6,-1,3,1,"2013-11-04 06:35:23","2013-11-07 03:15:19"
"353",24,"F","Other","Less than 25","Low","Male",0,-1,3,0,"2013-04-08 08:55:48","2013-04-09 10:21:22"
"354",33,"F","Caucasian","25 - 45","Low","Male",0,-1,2,0,"2014-10-21 06:54:35","2014-10-22 12:38:57"
"355",58,"F","Caucasian","Greater than 45","Low","Male",2,-1,3,0,"2013-02-22 07:47:53","2013-02-24 02:27:52"
"356",21,"M","African-American","Less than 25","Medium","Female",0,0,6,0,"2013-01-01 04:17:22","2013-01-02 01:14:43"
"357",56,"F","African-American","Greater than 45","High","Male",13,0,8,0,"2013-04-28 01:42:04","2014-08-18 11:04:32"
"358",27,"F","Caucasian","25 - 45","Medium","Male",1,0,5,0,"2014-05-01 06:10:33","2014-05-09 08:22:15"
"359",23,"M","African-American","Less than 25","High","Male",4,-11,8,1,"2013-11-25 06:26:46","2013-12-06 10:30:18"
"360",62,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-01-05 04:35:31","2013-01-07 03:18:03"
"361",57,"M","Other","Greater than 45","Low","Male",6,-1,1,0,"2014-06-08 06:58:53","2014-06-11 04:36:02"
"362",37,"F","Caucasian","25 - 45","Low","Male",5,-1,3,0,"2013-12-01 04:23:01","2013-12-12 03:25:01"
"363",43,"F","Other","25 - 45","Low","Male",2,-1,2,1,"2013-08-15 06:13:32","2013-08-23 03:50:34"
"364",32,"F","African-American","25 - 45","Low","Female",5,0,1,0,"2013-12-01 12:02:58","2013-12-01 09:53:20"
"365",33,"F","African-American","25 - 45","Low","Female",2,-1,3,0,"2014-07-16 08:00:14","2014-07-18 09:13:25"
"366",23,"F","Hispanic","Less than 25","Low","Male",0,-1,3,0,"2013-12-30 11:58:41","2014-02-14 10:05:11"
"367",27,"M","African-American","25 - 45","Low","Male",0,0,1,0,"2013-04-08 12:40:45","2013-04-09 07:53:30"
"368",44,"M","Caucasian","25 - 45","Low","Male",0,-1,1,1,"2014-01-01 04:24:33","2014-01-02 09:45:19"
"369",28,"M","Caucasian","25 - 45","Low","Male",3,-1,3,1,"2013-02-17 01:53:58","2013-02-18 01:13:47"
"370",42,"F","Caucasian","25 - 45","Low","Female",0,-3,2,0,"2013-05-25 04:27:15","2013-05-26 07:10:19"
"371",48,"F","African-American","Greater than 45","Medium","Male",5,-1,5,0,"2013-09-16 10:27:54","2014-02-03 01:10:17"
"372",24,"F","Other","Less than 25","High","Male",9,-1,10,1,"2013-03-15 12:03:21","2013-03-20 02:58:22"
"373",27,"F","African-American","25 - 45","Low","Male",0,0,2,0,"2014-01-14 03:37:34","2014-01-31 09:03:48"
"374",20,"F","African-American","Less than 25","High","Male",0,-1,10,1,"2014-08-18 05:35:24","2014-08-19 01:42:04"
"375",24,"F","African-American","Less than 25","High","Male",1,-1,8,0,"2014-07-16 09:20:24","2014-07-19 09:02:00"
"376",31,"F","Caucasian","25 - 45","High","Male",6,-1,10,0,"2014-10-07 01:30:52","2015-03-19 06:55:00"
"377",22,"F","African-American","Less than 25","Medium","Male",2,-1,5,0,"2013-02-20 10:41:47","2013-02-21 09:33:50"
"378",51,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,"2014-03-22 02:29:28","2014-03-23 09:07:31"
"379",56,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,"2013-12-11 03:02:20","2013-12-12 08:42:00"
"380",20,"M","Caucasian","Less than 25","Medium","Male",0,-1,6,0,"2014-09-23 09:53:52","2014-09-24 01:33:15"
"381",29,"F","African-American","25 - 45","High","Male",7,-1,9,0,"2013-04-24 05:02:29","2013-04-25 09:15:28"
"382",42,"F","Caucasian","25 - 45","Low","Male",0,-1,4,0,"2014-04-05 06:27:56","2014-04-06 07:52:40"
"383",20,"F","African-American","Less than 25","High","Male",0,-1,9,1,"2014-01-10 07:41:14","2014-08-08 05:21:03"
"384",48,"M","African-American","Greater than 45","High","Male",8,-1,8,0,"2014-09-10 03:29:06","2014-10-13 08:40:24"
"385",24,"F","Other","Less than 25","Low","Male",0,-1,2,0,"2014-12-15 05:25:20","2014-12-16 07:51:21"
"386",27,"F","Caucasian","25 - 45","Medium","Male",8,-1,5,0,"2013-02-21 07:20:51","2013-04-30 10:43:29"
"387",24,"F","African-American","Less than 25","High","Male",2,-1,9,1,"2013-03-25 02:04:33","2013-04-13 05:00:10"
"388",22,"F","African-American","Less than 25","Low","Female",0,-1,3,0,"2014-05-01 09:46:32","2014-05-02 09:39:12"
"389",53,"F","Caucasian","Greater than 45","Medium","Male",36,-7,6,1,"2014-12-04 08:28:26","2015-01-06 08:20:11"
"390",36,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,"2014-11-04 04:56:30","2014-11-04 09:07:30"
"391",28,"M","Caucasian","25 - 45","Low","Male",2,0,3,1,"2013-10-04 01:55:36","2013-10-05 07:07:26"
"392",46,"F","Hispanic","Greater than 45","Low","Male",1,-27,1,0,"2014-08-08 12:19:10","2014-08-08 08:53:57"
"393",21,"F","Other","Less than 25","Low","Male",0,0,4,0,"2014-08-07 01:25:39","2014-08-08 04:35:44"
"394",21,"F","Hispanic","Less than 25","Medium","Male",3,-22,5,1,"2013-07-11 04:30:33","2013-08-02 06:07:24"
"395",36,"F","African-American","25 - 45","Medium","Female",0,-1,7,0,"2013-05-05 08:31:15","2013-05-17 08:35:57"
"396",25,"M","Caucasian","25 - 45","Low","Female",2,-2,4,1,"2013-01-09 08:33:15","2013-01-10 09:40:18"
"397",23,"M","Hispanic","Less than 25","Low","Female",1,0,3,1,"2013-04-04 01:13:56","2013-04-04 11:28:44"
"398",54,"F","Hispanic","Greater than 45","Low","Male",2,-1,1,0,"2014-06-21 04:00:03","2014-07-24 09:43:31"
"399",28,"F","Caucasian","25 - 45","Medium","Male",1,-4,5,0,"2014-02-27 04:28:02","2014-02-28 08:49:55"
"400",21,"F","African-American","Less than 25","High","Female",0,-1,8,1,"2013-04-24 04:54:25","2013-04-25 09:10:00"
"401",36,"M","Caucasian","25 - 45","Low","Male",0,-1,3,0,"2013-12-22 08:25:20","2013-12-23 01:09:26"
"402",24,"F","African-American","Less than 25","Low","Male",0,-1,3,0,"2014-03-12 07:36:15","2014-03-13 01:26:58"
"403",30,"F","Other","25 - 45","Low","Male",1,-1,2,1,"2014-01-23 10:49:49","2014-01-24 01:36:58"
"404",29,"F","African-American","25 - 45","Low","Male",0,-1,1,0,"2014-03-01 02:42:35","2014-03-02 08:38:51"
"405",30,"M","Caucasian","25 - 45","Medium","Female",0,0,6,0,"2013-03-22 12:02:23","2013-03-26 09:46:14"
"406",51,"M","Hispanic","Greater than 45","Low","Male",1,-1,1,0,"2013-12-26 04:15:54","2013-12-27 07:50:46"
"407",37,"M","African-American","25 - 45","Low","Male",4,-1,2,0,"2014-06-13 03:42:59","2014-06-14 07:58:55"
"408",32,"F","African-American","25 - 45","High","Male",12,-1,9,1,"2013-02-15 12:13:14","2013-02-17 01:27:01"
"409",23,"F","African-American","Less than 25","Medium","Male",1,0,6,0,"2014-01-31 01:04:24","2014-02-01 03:16:14"
"410",47,"F","African-American","Greater than 45","Low","Male",3,0,3,0,"2013-03-25 03:26:29","2013-03-25 07:55:24"
"411",37,"F","Caucasian","25 - 45","Low","Male",0,-1,1,0,"2014-02-24 05:11:22","2014-03-15 05:53:52"
"412",19,"F","African-American","Less than 25","High","Male",2,-1,10,1,"2014-09-12 06:18:51","2014-09-13 10:54:20"
"413",27,"M","Hispanic","25 - 45","High","Male",0,-1,8,0,"2014-01-31 02:14:52","2014-02-02 04:25:26"
"414",39,"M","Other","25 - 45","Low","Male",0,-1,1,0,"2013-11-26 06:08:42","2013-11-27 02:09:15"
"415",21,"F","Caucasian","Less than 25","Medium","Female",0,0,6,0,"2013-02-21 05:16:18","2013-02-21 09:22:51"
"416",69,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,"2013-01-30 08:36:13","2013-01-31 07:20:04"
"417",21,"F","Caucasian","Less than 25","Medium","Male",2,-1,6,0,"2013-11-06 07:01:58","2013-11-08 09:11:46"
"418",26,"M","African-American","25 - 45","High","Male",6,0,10,1,"2013-10-07 12:35:37","2013-10-11 06:19:26"
